Unnamed: 0,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,2024-12-2,19.0,33.3,23.8,7.4,13.3,NE,43.0,19:22,24.8,69,1,W,11,1009.2,28.5,55,4.0,E,15,1006.6
,2024-12-3,20.6,30.0,0.2,12.0,2.6,WNW,59.0,13:30,26.3,67,7,E,7,1007.4,28.8,51,8.0,NW,26,1006.2
,2024-12-4,21.3,26.8,0.2,6.4,9.0,S,44.0,06:04,22.4,75,7,S,13,1016.2,26.0,65,5.0,ESE,22,1017.4
,2024-12-5,20.1,25.8,0.0,6.8,4.2,E,30.0,15:29,22.3,79,8,E,6,1021.7,24.9,75,2.0,E,24,1018.1
,2024-12-6,21.9,27.5,0.0,6.8,7.4,E,30.0,14:13,25.5,81,4,E,15,1018.2,27.3,74,4.0,E,19,1014.4
,2024-12-7,21.4,29.3,10.8,,1.6,W,39.0,22:45,23.5,93,8,NE,6,1010.3,24.8,94,7.0,WNW,9,1007.5
,2024-12-8,21.0,28.4,11.8,,5.5,SSE,41.0,12:49,25.6,81,1,NE,6,1008.7,22.5,78,8.0,SE,22,1010.8
,2024-12-9,18.6,24.8,0.4,10.8,,ENE,31.0,14:53,22.0,72,7,E,15,1015.9,23.4,75,7.0,NE,17,1013.4
,2024-12-10,19.9,25.8,0.0,13.2,10.0,S,52.0,11:38,21.9,74,3,S,17,1012.7,25.3,64,3.0,SE,28,1011.4
,2024-12-11,20.0,26.4,0.0,8.4,8.6,ENE,41.0,16:51,22.7,65,7,ESE,9,1011.7,26.3,59,1.0,E,24,1007.8
,2024-12-12,17.5,28.1,0.0,8.0,,ENE,30.0,17:23,22.5,71,0,WNW,9,1008.0,27.3,60,1.0,ENE,20,1006.3
,2024-12-13,21.1,30.3,0.0,4.2,,SSE,41.0,20:33,24.6,75,0,W,11,1007.8,27.2,68,2.0,E,20,1004.9
,2024-12-14,21.0,29.2,0.0,4.8,,SSE,35.0,23:19,23.8,72,6,SSW,13,1012.2,27.6,67,1.0,ESE,19,1010.1
,2024-12-15,21.5,28.8,0.0,6.2,,SE,31.0,14:03,24.1,80,8,SSW,13,1012.0,28.3,60,2.0,SE,19,1011.7
,2024-12-16,22.7,29.0,0.0,5.0,,NE,54.0,19:13,26.3,76,3,E,7,1015.3,28.1,71,1.0,ENE,26,1011.5
,2024-12-17,21.0,32.1,0.0,11.6,,SSW,69.0,19:01,25.7,77,3,E,15,1007.8,31.7,50,4.0,NE,19,1003.9
,2024-12-18,17.3,23.6,8.8,9.2,,SSE,59.0,09:53,18.2,88,7,SSE,20,1016.7,23.0,53,2.0,S,31,1018.0
,2024-12-19,17.5,25.1,1.4,12.0,,SSE,43.0,15:55,21.8,51,4,SSE,20,1019.3,24.3,42,3.0,SSE,20,1017.8
,2024-12-20,17.1,26.1,0.0,8.2,13.2,ESE,33.0,12:00,21.5,54,2,SSW,15,1014.2,24.6,51,1.0,SE,20,1010.8
,2024-12-21,16.9,27.2,0.0,8.8,11.6,SSE,35.0,18:00,22.4,68,1,W,6,1008.2,26.3,60,7.0,E,19,1006.7
,2024-12-22,20.5,27.2,0.0,10.0,7.3,E,35.0,15:22,22.2,66,8,E,6,1009.6,26.5,58,1.0,E,20,1004.7
,2024-12-23,21.3,29.1,0.0,8.0,12.0,W,61.0,10:14,25.2,48,3,W,26,1000.5,24.7,52,1.0,SSE,26,1002.5
,2024-12-24,16.2,25.5,0.0,11.8,12.3,SSE,44.0,12:05,20.7,45,1,SSW,17,1011.6,24.7,34,1.0,SE,26,1012.0
,2024-12-25,16.7,27.4,0.0,8.6,13.2,ENE,35.0,13:27,21.6,62,0,W,11,1017.7,25.3,59,1.0,E,30,1014.6
,2024-12-26,18.5,28.6,0.0,8.0,13.1,NNE,61.0,18:07,23.7,71,1,ENE,9,1016.0,27.4,62,1.0,ENE,33,1010.1
,2024-12-27,21.5,37.4,1.8,10.6,8.5,WSW,65.0,15:51,21.6,82,7,N,13,1004.2,34.3,45,2.0,ESE,28,1000.1
,2024-12-28,19.3,27.2,0.4,12.0,11.3,E,39.0,15:07,23.1,65,5,SSW,9,1010.5,27.0,56,4.0,ENE,26,1008.6
,2024-12-29,17.7,30.2,0.0,9.4,12.6,ESE,39.0,13:10,23.1,59,0,WNW,17,1014.3,27.2,53,1.0,ESE,24,1014.4
,2024-12-30,19.6,28.2,0.0,11.4,9.2,ENE,39.0,16:57,24.0,64,3,ESE,13,1020.5,26.1,55,3.0,E,20,1017.2
,2024-12-31,20.3,30.1,0.0,6.6,5.9,E,28.0,18:07,24.6,72,7,ESE,13,1016.0,28.7,60,4.0,E,20,1014.0
